,instance_name,num_agents,planner,single_agent_planner,trail,success,n_collision,time,path_length,mean_acc,mean_jerk,mean_geo,expansions,dynamic,diffusion_step,constraint,trail_path
72,DropRegion,14,CBS,KCBSLower,9,0,2,1022.8887331485748,0.0,0.0,0.0,0.0,0,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/9
73,DropRegion,14,CBS,KCBSLower,0,0,1,90.49736595153809,2.8974857670920238,0.015915682273251668,0.02159490975152169,0.0016827550883005773,31,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/0
74,DropRegion,14,CBS,KCBSLower,7,1,0,496.41124391555786,2.8902856963021413,0.016015931897397553,0.021316768934151957,0.0016921188133502646,75,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/7
75,DropRegion,14,CBS,KCBSLower,6,0,1,159.30221700668335,2.8352570278303966,0.015372853127441235,0.020418209422911917,0.0015473060484509915,50,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/6
76,DropRegion,14,CBS,KCBSLower,1,0,1,10.087382078170776,2.697428584098816,0.01968316514311092,0.026800675450691154,0.00200647085772029,27,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/1
77,DropRegion,14,CBS,KCBSLower,8,0,1,34.86543011665344,2.89131430217198,0.016037914968494858,0.021973162623388425,0.0016232534794003836,25,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/8
78,DropRegion,14,CBS,KCBSLower,4,0,2,116.869215965271,2.625942826271057,0.018013572453388145,0.02437003781752927,0.0018207078516882444,26,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/4
79,DropRegion,14,CBS,KCBSLower,3,0,2,74.50385117530823,2.704628654888698,0.01691100500257952,0.02227340079843998,0.001729148959774258,51,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/3
80,DropRegion,14,CBS,KCBSLower,2,0,1,175.68578600883484,2.749885712351118,0.016151710879057646,0.02141550402822239,0.0016002388562940592,42,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/2
81,DropRegion,14,CBS,KCBSLower,5,1,0,473.9162287712097,3.0013714347566878,0.015807773053113903,0.021545619504260167,0.0016670736658852547,104,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___KCBSLower/5
82,DropRegion,14,CBS,WAStar,0,0,22,1000.004557132721,0.0,0.0,0.0,0.0,0,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___CBS/single_agent_planner___WAStar/0
83,DropRegion,14,ECBS,WAStar,0,1,0,16.689064979553223,2.285714192049844,0.027614919136145284,0.03525633557832667,0.00457142828547928,46,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___14/planner___ECBS/single_agent_planner___WAStar/0
84,DropRegion,13,CBS,KCBSLower,9,0,3,46.57042193412781,2.9043692442087026,0.015620661397966055,0.021466987709013317,0.0015721055365597399,46,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/9
85,DropRegion,13,CBS,KCBSLower,0,0,1,37.55004596710205,2.793046098489028,0.01801212253765418,0.02453367240153826,0.0018735362995917408,32,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/0
86,DropRegion,13,CBS,KCBSLower,7,1,0,94.34994792938232,2.8395691101367655,0.01287768680888873,0.017326083034276962,0.0013298731377849786,41,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/7
87,DropRegion,13,CBS,KCBSLower,6,1,0,8.715635061264038,2.5515691867241492,0.019015089966929875,0.025930258660362318,0.001912304840516299,22,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/6
88,DropRegion,13,CBS,KCBSLower,1,0,26,1022.4475457668304,0.0,0.0,0.0,0.0,0,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/1
89,DropRegion,13,CBS,KCBSLower,8,1,0,53.88261818885803,3.027876927302434,0.01890946365892887,0.025066128000617027,0.0018884766166313337,60,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/8
90,DropRegion,13,CBS,KCBSLower,4,0,2,297.62617802619934,2.84178456893334,0.01776341126801876,0.02418088526106798,0.0019155128841073467,63,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/4
91,DropRegion,13,CBS,KCBSLower,3,1,0,92.48237109184265,2.8334768368647647,0.01846596269080272,0.02468734922317358,0.0021115131004570196,32,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/3
92,DropRegion,13,CBS,KCBSLower,2,0,140,1.1925811767578125,0.0,0.0,0.0,0.0,0,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/2
93,DropRegion,13,CBS,KCBSLower,5,1,0,286.1695261001587,2.7304615057431736,0.018872800999535963,0.025700521727020923,0.002005847099308784,59,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___KCBSLower/5
94,DropRegion,13,CBS,WAStar,0,0,1,25.911961793899536,2.1999999284744263,0.025331050515747987,0.03168572635891346,0.004006410008654571,255,,,,/Users/zhilinhe/desktop/experiment_results/instance_name___DropRegion/num_agents___13/planner___CBS/single_agent_planner___WAStar/0
